12424_C_0	12424_C_5	12424_C_10	12424_C_15	12424_C_20	12424_C_30	12424_C_45	12424_C_60
YLL057C	0	-0.00585928912793896	-0.00531185545219472	-0.010502869020516	1.96006653207923	0.0115263471173409	0.00482115067845082	0.00126366175284003
YDR216W	0	1.52760620840069	-0.590669604066753	0.00457778310238055	0.230868620074153	0.720349567110613	3.60153749462828	3.66045610542608
YLR177W	0	0.273752516752346	-0.013455022433376	0.834183510353528	1.01969876409448	0.576406651660273	-0.0668893293406619	-0.307826149838518
YLR178C	0	0.250305796465292	-0.213688592825944	-0.161725547838558	0.593857409252195	1.20396576162771	0.739159661022603	0.686778210753158
YCR010C	0	-3.31213773994325	-1.3840037681009	-0.405645522756178	-0.031347250122665	0.761869845228196	0.577159684854299	0.67829268067711
YFL014W	0	0.29483392519644	0.413510104245787	0.735692136579015	0.979124763301359	1.75686664134694	1.7756313481545	1.47593202947292
YJR121W	0	0.540536808684266	0.227826489714634	0.0992660383619527	0.119282259496651	0.74053299093492	1.01455807361358	0.82393585610576
YOR348C	0	0.94909896146535	0.462446634556192	0.607214480369241	0.98115916532325	1.6107918332268	1.32542053753387	1.26712232940629
YFR015C	0	0.177772150636621	0.259320101534047	1.58079534360522	2.05125472126626	1.32687379299212	0.330691017049271	-0.102561852204229
YOL163W	0	1.08485156922691	1.26992382971036	1.17188846640115	1.10054953718065	0.993892807903873	0.783952027524765	0.665767933459888
YER024W	0	0.534945614187428	-0.0127664715409974	-0.353646905748803	-0.289580553156454	0.27594401445604	0.679920054611755	1.33048945011256
YLR258W	0	0.319043360602671	-0.122070241979956	0.56743126734462	1.17493847341922	1.17413896258575	0.546177470064195	0.421846702031971
YPR145W	0	-0.231407201398109	-0.275005352087162	-0.821242602534265	-1.13971412045549	-1.00229494133108	-0.692293100223654	-0.704915946239922
YDL223C	0	0.301701253356699	0.478066988921247	0.424990102449778	0.646617066274498	1.18304229318103	1.31146190616703	1.24177554343206
YDL233W	0	0.959225551879687	1.25410648589464	1.27958269868151	1.26821191363778	1.27859598944487	1.12570700917789	1.05846859509868
YGR148C	0	-0.521926589898407	-0.305025551469396	-0.397405828290962	-0.384098710602077	-0.825088560313466	-1.02338007090848	-1.18120045255741
YGR287C	0	1.06473179966704	1.39179023963731	1.42061909443584	1.40801690412451	1.4171162085664	1.24824593643398	1.17404571424931
YML128C	0	0.26361938189531	0.301276112699352	0.358323307167069	0.895321182077926	1.79334971281533	1.60144036738619	1.46716802819282
YLR109W	0	0.248413390048558	0.304326551091588	0.350926155733153	0.403494203094935	1.19240303859589	1.15382778512954	1.28264678176978
YBR116C	0	0.529467501419302	0.387945920371495	0.677426251665548	1.14823813614635	2.39171087976382	2.09487327534233	1.98195198055215
YFL026W	0	6.19061763716544	2.11418400181667	-1.31302864359201	-1.54624027530592	2.54906423764255	2.06727730611287	1.62752778795522
YNL134C	0	0.309523451184617	0.260651449579374	0.354342872741054	0.603501518511589	1.02761853006046	0.935537275878491	0.871900888809972
YBR286W	0	0.27550085170286	0.213034521167333	0.285475674469649	0.429017034016579	1.03163524492961	1.00442017141472	1.07478535470954
YKL093W	0	-0.00585928912793896	-0.00531185545219472	-0.010502869020516	-0.0106097660782201	0.0115263471173409	0.00482115067845082	2.5360240913274
YML026C	0	-0.359014783855675	-0.164922849430278	-0.230975352986535	-0.381385918890995	-0.846490392029634	-0.952392226388387	-1.07375135053642
YKL162C-A	0	-0.00585928912793896	-1.55493284670584	-0.010502869020516	-0.0106097660782201	0.0115263471173409	0.00482115067845082	0.00126366175284003
YER150W	0	0.11495252032695	-0.0941729946469081	0.166500625421072	0.386941079678138	1.02700912962212	0.521603156213842	0.289351047319948
YJL164C	0	0.596893063103781	0.0813834855646798	0.623432647107827	1.32545449371401	1.50265110602466	0.912411449999376	0.885806093114164
YHR087W	0	0.437041940746145	0.16927099149637	0.322187938845272	0.951677505996676	1.31447700854317	0.862585030713006	0.661968968327936
YCR098C	0	-2.80717470050593	-3.20736535293918	-3.43724408812123	-3.00605639899494	-3.09378076009631	-2.88055618163042	-2.52552133384368
YPL247C	0	0.0818009573367304	-0.0446561085180834	0.714003737107937	1.19749648175324	0.858261832917126	0.205062499977396	0.0626687872052213
YDR408C	0	-0.358250388868347	-0.525957823268103	-0.604108825465611	-0.558539956883636	-0.71661164886694	-0.85542701809996	-1.02718135448418
YOR161C	0	0.598529682922104	-0.253879234537092	0.520855876926777	1.093618120257	1.21521606932691	0.587027182766291	0.47177936334084
YGL219C	0	-0.696644996491615	-0.273837044636591	0.155850923103415	0.434041365936077	0.868044447454838	1.04002172517704	1.18513002376076
YBR072W	0	0.00796117010788477	0.421110547952025	0.608621239606774	0.702560287312116	1.44124613970692	1.45541208644052	1.69173936870922
YNL160W	0	0.362447643727884	0.238041509235768	0.323322537032402	0.734267179021375	1.18886636647383	0.982008912246253	0.703890483654205
YBR132C	0	0.860556179029182	0.792630823580488	0.699646739103526	1.21251800662564	1.2611764256622	0.877461202576242	0.728556090943852
YOR152C	0	0.568175260062234	0.23283842358626	0.419153888214646	0.92428393800034	1.08250154654662	0.891231219660583	0.765963638543185
YMR169C	0	-0.0256280529024475	0.18564131104446	0.413713953680714	0.96327358818271	1.95132192598323	1.29963133175209	1.05546605633243
YER067W	0	0.165351663621521	0.326746934787414	1.37571045713835	1.88247816626267	1.42388775324918	0.668776659132951	0.321024273868522
YBL039C	0	-0.478247842528034	-0.196056059702784	-0.320613214079471	-0.759252111723341	-1.01142357181544	-0.578354800919371	-0.504881584577044
YPL230W	0	-0.0261099522008206	0.141418201946239	1.14533642931447	1.63532157011977	1.24850655892589	0.782935838107313	0.529543421149092
YLL026W	0	0.185126174150369	-0.110207346455685	0.233150227626163	0.874777529935898	1.25506778741565	0.904909402072623	0.88243578237662
YAR035W	0	0.480413733220328	0.00351963066530292	-0.0628337107164461	-0.133165914293692	0.387302153818729	0.720230654327529	1.26259292917866
YOR143C	0	0.156919441423161	0.013587464120387	-0.495472825250146	0.646348491421139	0.366523948428483	0.0945182430735061	-1.35496450542202
YBR117C	0	0.32653666568171	0.538705659147622	0.744818384225583	1.01287921253432	2.19810515353927	1.8742638555484	1.84045550331095
YDR477W	0	2.05658645970462	5.1625907209125	6.13697870971729	6.06537729331456	6.46739952188685	6.60835800398331	6.47194762096152
YBR183W	0	0.109570079656458	-0.0455977809748702	0.65583191510753	1.06982650041423	0.849761424819604	0.257393842504197	0.172693109852958
YNL270C	0	1.06670029400957	1.53182597554052	1.67904873169688	1.72071703381973	1.83699389449049	1.70311311639497	1.66837071698494
YGL010W	0	-1.38046233314275	-1.30953589072065	-1.03615800280267	-1.38521281009303	-1.36307669689747	-1.36978189333636	-1.37333938226197
YKR066C	0	0.395768056151343	0.190293683000873	0.323783383883038	0.52347308597651	1.13838049108239	1.01006247930635	0.898178641963306
YER053C	0	0.00513896508084466	-0.0567362475686766	0.62777553620141	1.16224430465357	0.829594420875022	0.314790137762397	0.0812306562239882
YDR450W	0	-0.27124896082459	-0.105011130754397	-0.269175106653115	-0.376398939113504	-0.783676239459867	-1.02095124826622	-1.18404677191026
YBR026C	0	0.158018515225159	0.119285434420994	0.102159748848923	0.309789158770935	0.838980262293929	0.843630295653277	1.01272907496259
YDR171W	0	0.197991818440536	-0.077842177744861	0.631317610595751	1.24133845917617	1.42450779850173	0.830707362328267	0.741293626678116
YGR254W	0	0.705668318318345	0.72718113942158	0.714112239638171	0.87801492564086	1.22406056416111	0.870510778267323	0.634612195642287
YPL280W	0	0.545076215992639	-0.0248070511764826	0.250258260856302	0.740105714812308	1.01293405108974	0.655244961300241	0.54758149999126
YBR126C	0	0.465926644173975	-0.0960998884015791	0.124104900195197	0.846378294832701	1.15564555139645	0.57897536415753	0.458708543287239
YCL040W	0	0.780696831124773	0.179516479893489	0.34594529714038	0.998359457851991	1.88925109365597	1.48357206966369	1.36193889987404
YIL169C	0	0.617341724761674	0.637534023957061	0.665611317502853	0.858133902378293	1.5778485627108	1.72426532472647	1.74237285366061
YPL061W	0	0.387331668443925	0.182477728241625	0.167685483823321	0.494589888565737	1.14711430054146	1.13693423777696	1.39595714214976
YBR214W	0	0.677662633604993	0.0467599896069213	0.534494146196933	1.22110739313592	1.41058787843202	0.884331777281003	0.68635942278577
YJL144W	0	0.241074896650899	-0.0875823894390744	0.339459245987387	1.02749597822402	1.07478243952897	0.558196357356358	0.291497167184233
YMR195W	0	1.25732600354767	0.998510861620483	0.64263421515365	0.783565080685558	0.599170377319646	0.492469871873281	0.483220213448125
YNR001C	0	0.631236379873095	-0.0252650817800355	-0.172877118177598	0.229585664761598	1.08563522469466	1.02239568433584	1.05678239072931
YJR095W	0	-0.00585928912793896	-0.00531185545219472	-0.010502869020516	-0.0106097660782201	0.0115263471173409	0.00482115067845082	4.2960240913274
YPL186C	0	0.54887039341566	-0.070240039254613	0.453922548012094	1.17530890631532	1.53357011114468	0.968301907314259	0.915039968690473
YNL175C	0	-0.450940893019034	-0.184647093718727	-0.322845419341247	-0.823983773920108	-1.10407910119436	-0.790430685633161	-0.773394956907762
YCR087C-A	0	-0.596963162496168	-0.276302877427088	-0.164700350565921	-0.514387529193457	-1.05106396461689	-0.95004357261182	-0.976761211861931
YBR104W	0	-0.0858145941215915	-0.249228436921556	-0.595825141383044	-0.976374668706701	-1.05144793656311	-0.77851477687172	-0.591460477385882
YOR374W	0	0.251816899438145	0.458142069352057	0.70741957976055	0.777752669749867	1.63470136228246	1.43134956531542	1.42265349883427
YNL014W	0	1.69883423673587	2.48326241298444	2.7594745853857	2.84373216763278	3.05097072130141	2.85381487087233	2.81379446314941
YPR160W	0	0.583184586700878	0.191900809154213	0.45967369338026	1.24063338758543	2.00273124889441	1.27011739809668	1.03845200202154
YMR206W	0	-0.534667910110394	0.245350806000099	0.321374544501261	0.291437956961353	0.282451633723881	2.50847776263742	2.07117331554477
YDR154C	0	0.457810960087201	0.351858264678192	0.483474300268711	0.47485757167082	1.06156703277186	1.25724785982645	1.03852092417843
YOL155C	0	0.445211747884647	0.214971136068026	0.624927884641127	0.731173023568513	1.50966051293061	1.45590245110609	1.50108409759237
YJL205C	0	-0.422728580522203	-0.759535890720648	-0.566158002802671	-0.524536511935575	-1.00136455941089	-1.29978189333636	-1.30333938226197
YLR162W	0	-0.0832796028675484	0.262838930433017	0.354534150459696	0.281255587479554	-0.351287677000903	-0.782482375805606	-1.01552713689776
YIL053W	0	-0.623625294272576	-0.405565925532011	-0.646950710051203	-1.31843436452236	-1.36316125314064	-1.05453546769131	-1.01166088948207
YDR074W	0	0.514490931904696	-0.341031179718242	0.550310419304524	1.33150291797392	1.17239103170073	0.399060023191097	0.25626232462941
YNL112W	0	-0.347535371893611	-0.206278484320499	-0.436032345817352	-0.85756552266532	-1.14701112758528	-0.610931916407993	-0.606842760497952
YGR103W	0	-0.48890555972681	-0.289295920280652	-0.340679983122429	-0.797802986891068	-1.1221262735076	-0.83795739723926	-0.748764878616436
YOR230W	0	0.140435787427991	0.248016328080829	0.36726522089738	0.593513605033828	0.937254177378562	0.970825963825828	1.07143838383458
YMR081C	0	-0.285534249115694	0.390526370831469	2.86466640691222	2.7504365935463	0.424924771946633	0.0827189495813139	-0.0669901143625768
YKL096W	0	2.79755429451722	0.368450052891603	0.458915941596851	0.423674839058032	0.409154116093545	-0.0535260603343559	-0.255716446919407
YJL170C	0	-1.59727199066005	-2.08207677787007	-4.34888974974853	-2.11937054815603	-2.07785547388449	-1.84350545895031	-1.74205390739722
YDL208W	0	-0.408817561780754	-0.288990694286332	-0.531445281017134	-0.832694238875662	-1.04877949304253	-0.857428831789596	-0.874720040296917
YMR174C	0	0.0164197411156655	0.297864378236658	0.329788941682349	0.533425364184545	1.25894078866847	1.28576428417902	1.12605827822079
YAL067C	0	0.139704206947411	0.451241388155569	-0.0262309233229844	-3.98680799577572	-3.88769371237676	0.147173397205259	0.021255755418508
YGR138C	0	-1.02276619501037	1.05391388433736	0.628973965117334	0.042348024496969	-0.534686580739721	-0.441389794374329	-0.00318787403800824
YPL223C	0	-0.342243535110711	0.236518120591548	0.475414286593517	0.390416271741108	0.771152955973719	1.12088913673148	1.31272399611135
YPR026W	0	0.540266162410678	-0.0757796066169278	0.305126156678023	0.786639995700375	1.03187469992369	0.743850009635404	0.696134073312543
YLR073C	0	-1.15817132794484	-1.11098849586529	-0.281190211724161	-0.608899286956235	-0.292978640426796	-0.0229560037329522	0.164157727132291
YLR377C	0	-0.00585928912793896	-0.00531185545219472	-0.010502869020516	-0.0106097660782201	0.0115263471173409	5.34468496798413	5.0460240913274
YOR203W	0	-0.655345531890781	-0.627072477598468	-0.730726752764612	-0.959480153084058	-1.17009301080319	-0.818816810423919	-0.648343047911638
